topology,links,nodes,flows,avg,into sol,into time,into gap,vrp sol,vrp time,vrp gap,lower sol,lower time,lower gap,relax sol,relax time,relax gap,ctr sol,ctr time,ctr gap,h sol,h time,h gap
zoo_116_662,185,108,662,3.641993958,74,4.7,0,,,,74,0.36,0,53,0.22,28.37,83,0.02,10.84%,91,0.006,18.68%
zoo_116_1323,202,116,1323,4.131519274,74,23.2,0,,,,74,1.05,0,58,0.52,21.62,85,0.06,12.94%,91,0.018,18.68%
zoo_116_1984,200,115,1984,4.373991935,63,449.96,0,,,,63,2.52,0,57,0.8,9.52,79,0.12,20.25%,79,0.024,20.25%
zoo_116_2645,229,115,2645,4.131568998,71,1820.01,0,,,,71,4.19,0,57,1.2,19.71,89,0.17,20.22%,93,0.026,23.66%
zoo_116_2646,202,116,2646,4.513605442,62,217.42,0,,,,62,4.34,0,58,1.15,6.45,75,0.18,17.33%,70,0.029,11.43%
zoo_116_3306,203,116,3306,4.621294616,62,2485.19,0,,,,62,3.75,0,58,1.45,6.45,73,0.25,15.07%,72,0.039,13.89%
zoo_117_685,193,112,685,3.826277372,77,8.36,0,,,,76,0.48,1.29,53,0.24,31.16,88,0.03,12.50%,88,0.007,12.50%
zoo_117_1370,195,113,1370,4.133576642,67,49.33,0,,,,67,1.28,0,55,0.54,17.91,79,0.07,15.19%,80,0.016,16.25%
zoo_118_685,188,111,685,3.905109489,76,3.54,0,,,,76,0.48,0,53,0.24,30.26,87,0.03,12.64%,88,0.006,13.64%
zoo_118_1369,203,116,1369,4.157779401,70,56.58,0,,,,70,1.71,0,57,0.56,18.57,86,0.08,18.60%,84,0.014,16.67%
zoo_118_1370,203,117,1370,4.090510949,72,35.37,0,,,,72,1.29,0,58,0.53,19.44,90,0.06,20.00%,90,0.014,20.00%
zoo_118_2053,205,117,2053,4.341938626,65,3600.24,4.31,,,,65,2.02,0,58,0.88,10.76,80,0.13,18.75%,83,0.037,21.69%
zoo_118_2054,202,116,2054,4.326192795,64,196.69,0,,,,64,3.05,0,57,0.86,10.93,76,0.11,15.79%,77,0.021,16.88%
zoo_118_2737,205,117,2737,4.44318597,63,3600.52,4.76,,,,63,4.35,0,58,1.2,7.93,72,0.19,12.50%,72,0.031,12.50%
zoo_118_2738,208,118,2738,4.504017531,64,3600.88,4.3,,,,64,2.41,0,59,1.21,7.81,74,0.18,13.51%,71,0.031,9.86%
zoo_118_3422,208,118,3422,4.597311514,64,3628.76,4.69,,,,64,5.41,0,59,1.56,7.81,75,0.26,14.67%,73,0.039,12.33%
zoo_120_2833,209,120,2833,4.472290858,66,1075.36,0,,,,66,2.22,0,60,1.26,9.09,76,0.19,13.16%,82,0.032,19.51%
zoo_120_3540,209,120,3540,4.60960452,65,3600.78,4.23,,,,65,2.97,0,60,1.71,7.69,74,0.27,12.16%,74,0.041,12.16%
zoo_121_2929,206,119,2929,4.491976784,63,2517.97,0,,,,63,4.87,0,58,1.3,7.93,77,0.20,18.18%,76,0.033,17.11%
zoo_122_732,189,116,732,3.762295082,76,4.24,0,,,,76,0.48,0,56,0.26,26.31,87,0.03,12.64%,89,0.018,14.61%
zoo_122_1464,208,115,1464,6.884562842,59,1691.09,0,,,,57,1.59,3.38,54,0.81,8.47,80,0.12,26.25%,85,0.028,30.59%
zoo_122_2196,211,122,2196,4.358834244,69,495.73,0,,,,69,1.62,0,61,0.97,11.59,89,0.14,22.47%,87,0.024,20.69%
zoo_122_2197,212,122,2197,4.317250797,68,3578.52,1.93,,,,68,3.09,0,61,0.96,10.29,88,0.14,22.73%,90,0.025,24.44%
zoo_122_2930,210,121,2930,4.49112628,65,3044.5,2.31,,,,65,4.33,0,60,1.34,7.69,77,0.20,15.58%,78,0.036,16.67%
zoo_122_3660,212,122,3660,4.619125683,66,3617.53,6.06,,,,66,3.27,0,61,1.73,7.57,75,0.30,12.00%,76,0.046,13.16%
zoo_123_732,191,105,732,6.700819672,55,563.6,0,,,,52,1.24,5.45,45,0.38,18.18,79,0.06,30.38%,73,0.013,24.66%
zoo_123_2196,209,115,2196,7.029143898,57,3600.25,1.75,,,,56,5.43,1.75,54,1.28,5.26,78,0.24,26.92%,82,0.047,30.49%
zoo_123_2929,216,121,2929,7.013315125,61,1288.1,0,,,,61,7.68,0,60,1.79,1.63,80,0.34,23.75%,79,0.056,22.78%
zoo_123_3660,218,122,3660,7.02568306,61,281.96,0,,,,61,8.5,0,61,2.3,0,81,0.41,24.69%,81,0.074,24.69%
zoo_124_757,179,120,757,3.587846764,90,3.68,0,,,,90,0.41,0,58,0.26,35.55,95,0.02,5.26%,98,0.006,8.16%
zoo_124_1513,179,121,1513,3.959021811,74,123.32,0,,,,74,1.03,0,59,0.54,20.27,82,0.06,9.76%,81,0.014,8.64%
zoo_124_2269,183,123,2269,4.148964301,64,3600.88,2.73,,,,64,2.19,0,61,0.86,4.68,74,0.12,13.51%,82,0.025,21.95%
zoo_124_3025,187,124,3025,4.247603306,63,106.45,0,,,,63,2.21,0,62,1.26,1.58,67,0.20,5.97%,70,0.038,10.00%
zoo_124_3782,187,124,3782,4.2755156,63,129.52,0,,,,63,3.32,0,62,1.58,1.58,65,0.28,3.08%,63,0.039,0.00%
zoo_129_833,200,125,833,4.116446579,88,35.53,0,,,,88,0.7,0,60,0.32,31.81,97,0.04,9.28%,95,0.009,7.37%
zoo_129_3332,215,128,3332,4.68907563,73,391.57,0,,,,73,5.81,0,63,1.61,13.69,83,0.28,12.05%,84,0.043,13.10%
zoo_130_1665,208,128,1665,4.317117117,81,128.42,0,,,,81,1.32,0,63,0.68,22.22,91,0.09,10.99%,95,0.021,14.74%
zoo_130_2496,214,128,2496,4.546073718,76,124.29,0,,,,76,2.6,0,64,1.1,15.78,87,0.16,12.64%,88,0.032,13.64%
zoo_130_4160,220,130,4160,4.776923077,74,1315.09,0,,,,74,4.71,0,65,2.09,12.16,82,0.39,9.76%,78,0.056,5.13%
zoo_131_1716,199,124,1716,4.262237762,65,223.43,0,,,,65,1.4,0,59,0.68,9.23,84,0.09,22.62%,83,0.019,21.69%
zoo_132_858,192,120,858,3.86013986,89,8.62,0,,,,89,0.5,0,56,0.3,37.07,96,0.03,7.29%,93,0.007,4.30%
zoo_132_2574,217,130,2574,4.387723388,68,3604.78,2.94,,,,66,6.05,2.94,64,1.14,5.88,87,0.16,21.84%,78,0.029,12.82%
zoo_132_3432,217,130,3432,4.512237762,65,293.07,0,,,,65,6.1,0,64,1.62,1.53,76,0.24,14.47%,73,0.038,10.96%
zoo_132_4290,221,132,4290,4.5995338,67,198.75,0,,,,67,4.86,0,66,2.1,1.49,76,0.36,11.84%,73,0.052,8.22%
zoo_134_885,203,114,885,6.578531073,66,224.24,0,,,,65,1.17,1.51,50,0.45,24.24,88,0.06,25.00%,85,0.016,22.35%
zoo_134_1769,207,118,1769,6.792538157,58,1148.57,0,,,,57,3.55,1.72,53,0.99,8.62,84,0.13,30.95%,78,0.032,25.64%
zoo_134_2653,221,127,2653,7.078024877,68,683.15,0,,,,67,6.82,1.47,60,1.66,11.76,88,0.26,22.73%,81,0.051,16.05%
zoo_134_3542,233,133,3542,7.147092038,68,1589.69,0,,,,68,12.28,0,66,2.36,2.94,89,0.33,23.60%,83,0.070,18.07%
zoo_134_4422,234,134,4422,7.227498869,69,551.15,0,,,,69,12.29,0,67,3.21,2.89,89,0.47,22.47%,84,0.088,17.86%
zoo_136_912,191,120,912,4.547149123,73,19.68,0,,,,73,0.77,0,56,0.35,23.28,86,0.04,15.12%,82,0.010,10.98%
zoo_136_1823,221,133,1823,4.948985189,77,748.24,0,,,,75,2.85,2.59,66,0.87,14.28,94,0.11,18.09%,95,0.022,18.95%
zoo_136_2734,216,131,2734,5.065106072,67,3602.92,2.83,,,,67,4.71,0,64,1.32,4.47,82,0.19,18.29%,84,0.035,20.24%
zoo_136_3645,226,136,3645,5.196159122,69,1120.03,0,,,,69,7.37,0,68,1.92,1.44,82,0.28,15.85%,79,0.053,12.66%
zoo_136_4556,227,136,4556,5.32309043,68,325.93,0,,,,68,9.5,0,68,2.5,0,79,0.42,13.92%,78,0.064,12.82%
zoo_137_939,231,129,939,4.027689031,91,7.98,0,,,,90,0.68,1.09,61,0.41,32.96,98,0.04,7.14%,108,0.010,15.74%
zoo_138_948,206,134,948,4.668776371,91,8.57,0,,,,91,0.67,0,67,0.42,26.37,106,0.03,14.15%,105,0.011,13.33%
zoo_138_1877,252,135,1877,4.480554076,80,116.85,0,,,,80,2.97,0,66,0.94,17.5,104,0.12,23.08%,111,0.033,27.93%
zoo_138_1879,210,137,1879,4.964342735,84,143.86,0,,,,84,1.47,0,68,0.95,19.04,94,0.09,10.64%,99,0.024,15.15%
zoo_138_2817,262,138,2817,4.829960951,73,3150.09,0,,,,73,4.92,0,69,1.58,5.47,94,0.21,22.34%,102,0.035,28.43%
zoo_138_2841,213,137,2841,4.9750088,72,216.54,0,,,,72,4.3,0,68,1.47,5.55,91,0.16,20.88%,87,0.037,17.24%
zoo_138_3755,262,138,3755,5.074833555,70,2735.88,0,,,,70,9.52,0,69,2.26,1.42,101,0.31,30.69%,93,0.049,24.73%
zoo_138_3823,216,138,3823,5.033743134,74,95.14,0,,,,74,6.37,0,69,2.04,6.75,86,0.26,13.95%,84,0.048,11.90%
zoo_138_4692,262,138,4692,5.251491901,70,3600.45,1.43,,,,70,9.95,0,69,2.79,1.42,93,0.41,24.73%,90,0.064,22.22%
zoo_140_966,190,108,966,7.366459627,53,1073.41,0,,,,50,1.25,5.66,45,0.48,15.09,78,0.07,32.05%,71,0.019,25.35%
zoo_140_1933,215,125,1933,7.692705639,64,3600.17,3.15,,,,62,4.61,3.12,58,1.19,9.37,89,0.15,28.09%,87,0.045,26.44%
zoo_140_2898,225,129,2898,8.059351277,61,1935.73,0,,,,61,7.84,0,60,2.03,1.63,86,0.38,29.07%,82,0.069,25.61%
zoo_140_3864,241,140,3864,8.180641822,72,1704.57,0,,,,72,9.87,0,70,3.13,2.77,95,0.40,24.21%,91,0.095,20.88%
zoo_140_4830,241,140,4830,8.239751553,71,3619.78,1.41,,,,71,16.42,0,70,3.66,1.4,93,0.54,23.66%,89,0.123,20.22%
zoo_144_994,198,141,994,3.993963783,93,6.08,0,,,,93,0.59,0,70,0.38,24.73,102,0.05,8.82%,103,0.009,9.71%
zoo_144_1989,202,139,1989,4.160382102,84,3600.09,2.09,,,,84,2.09,0,68,0.83,19.04,92,0.11,8.70%,94,0.020,10.64%
zoo_144_2983,208,141,2983,4.383506537,72,3602.19,2.78,,,,72,3.75,0,70,1.33,2.77,81,0.20,11.11%,87,0.034,17.24%
zoo_144_3988,212,142,3988,4.452106319,72,3600.34,1.39,,,,72,5.88,0,71,1.86,1.38,76,0.32,5.26%,81,0.043,11.11%
zoo_144_4970,212,142,4970,4.488933602,71,54.72,0,,,,71,4.9,0,71,2.46,0,73,0.47,2.74%,71,0.056,0.00%
zoo_146_994,245,126,994,4.170020121,89,13.4,0,,,,89,0.85,0,57,0.48,35.95,107,0.05,16.82%,111,0.010,19.82%
zoo_146_1052,210,117,1052,6.596007605,61,328.23,0,,,,60,1.83,1.63,48,0.51,21.31,83,0.09,26.51%,80,0.019,23.75%
zoo_146_1988,279,138,1988,4.401911469,89,132.12,0,,,,88,2.02,1.12,67,1.1,24.71,118,0.15,24.58%,121,0.022,26.45%
zoo_146_2982,289,140,2982,4.576794098,86,3600.31,2.2,,,,85,6.23,1.16,69,1.75,19.76,109,0.22,21.10%,121,0.034,28.93%
zoo_146_3979,300,141,3979,4.670017592,89,3600.32,9.73,,,,89,9.03,0,70,2.51,21.34,115,0.40,22.61%,124,0.054,28.23%
zoo_146_4970,302,142,4970,4.783098592,90,3600.63,9.84,,,,89,10.88,1.11,71,3.29,21.11,114,0.57,21.05%,116,0.074,22.41%
zoo_147_1081,214,132,1081,6.366327475,72,624.94,0,,,,68,1.34,5.55,60,0.54,16.66,95,0.07,24.21%,90,0.020,20.00%
zoo_148_1081,252,143,1081,4.49213691,96,52.73,0,,,,94,0.96,2.08,70,0.53,27.08,113,0.07,15.04%,115,0.011,16.52%
zoo_148_2161,268,146,2161,4.773715872,86,771.15,0,,,,85,3.97,1.16,72,1.2,16.27,114,0.17,24.56%,117,0.025,26.50%
zoo_148_3241,216,145,3241,12.67571737,75,3600.4,2.67,,,,72,5.57,4,71,3.45,5.33,96,0.29,21.88%,83,0.156,9.64%
zoo_148_3242,276,148,3242,5.146822949,81,3600.44,6.58,,,,80,8.02,1.23,74,1.92,8.64,108,0.30,25.00%,105,0.046,22.86%
zoo_148_4321,277,148,4321,5.434853043,78,3600.37,2.55,,,,77,9.74,1.28,74,2.8,5.12,109,0.52,28.44%,100,0.066,22.00%
zoo_148_5402,277,148,5402,5.583117364,76,3601.47,2.63,,,,75,19.02,1.31,74,3.72,2.63,103,0.66,26.21%,94,0.085,19.15%
zoo_164_1329,245,164,1329,3.232505643,123,15.78,0,,,,123,0.91,0,91,0.61,26.01,127,0.04,3.15%,136,0.010,9.56%
zoo_164_2657,246,164,2657,3.352653368,102,9.68,0,,,,102,2.29,0,82,1.23,19.6,105,0.12,2.86%,117,0.023,12.82%
zoo_164_3994,245,163,3994,3.405107661,88,3601.45,1.14,,,,88,3.32,0,81,1.94,7.95,94,0.25,6.38%,111,0.034,20.72%
zoo_164_5317,247,164,5317,3.422418657,82,87.72,0,,,,82,4.89,0,82,2.65,0,84,0.41,2.38%,97,0.049,15.46%
zoo_164_6642,247,164,6642,3.440228847,82,67.04,0,,,,82,7.17,0,82,3.39,0,82,0.57,0.00%,82,0.052,0.00%
zoo_166_2792,243,147,2792,10.8717765,70,3600.24,7.23,,,,69,6.7,1.42,64,2.82,8.57,97,0.31,27.84%,89,0.104,21.35%
zoo_168_1395,251,154,1395,10.6702509,77,1303.12,0,,,,75,2.31,2.59,72,1.18,6.49,104,0.15,25.96%,96,0.051,19.79%
zoo_168_4191,261,161,4191,11.42114054,80,1321.66,0,,,,79,11.76,1.25,77,5.21,3.75,107,0.52,25.23%,103,0.167,22.33%
zoo_168_5580,269,167,5580,11.40107527,85,723.75,0,,,,85,30.05,0,83,10.05,2.35,111,0.83,23.42%,100,0.227,15.00%
zoo_168_6972,271,168,6972,11.58864028,86,1057.66,0,,,,86,34.81,0,84,12.3,2.32,111,1.22,22.52%,100,0.304,14.00%
zoo_176_1362,236,146,1362,7.121145374,79,223.67,0,,,,76,2.53,3.79,67,0.87,15.18,104,0.10,24.04%,100,0.027,21.00%
zoo_176_1534,243,149,1534,13.76792699,67,3600.65,7.16,,,,62,6.45,7.46,61,1.92,8.95,96,0.20,30.21%,80,0.079,16.25%
zoo_176_2723,262,156,2723,7.167462358,86,1127.84,0,,,,85,6.1,1.16,74,2.12,13.95,115,0.25,25.22%,107,0.055,19.63%
zoo_176_3067,260,165,3067,13.63221389,78,718.4,0,,,,77,7.77,1.28,77,5.51,1.28,111,0.29,29.73%,89,0.162,12.36%
zoo_176_4085,274,162,4085,7.374296206,83,154.92,0,,,,83,10.09,0,79,3.41,4.81,112,0.52,25.89%,108,0.084,23.15%
zoo_176_4597,263,166,4597,13.55188166,79,1243.14,0,,,,78,26.22,1.26,78,8.22,1.26,113,0.71,30.09%,91,0.245,13.19%
zoo_176_5445,281,165,5445,7.445913682,88,1033.17,0,,,,88,17.19,0,82,4.82,6.81,111,0.65,20.72%,104,0.123,15.38%
zoo_176_6127,271,174,6127,13.79108862,86,676.94,0,,,,86,21.47,0,86,10.74,0,119,0.92,27.73%,98,0.355,12.24%
zoo_176_6806,282,166,6806,7.523655598,88,711.51,0,,,,88,27.14,0,83,6.33,5.68,110,1.10,20.00%,99,0.147,11.11%
zoo_176_7656,273,176,7656,13.90334378,88,541.42,0,,,,88,54.26,0,88,17.36,0,120,1.15,26.67%,106,0.411,16.98%
zoo_183_1675,258,158,1675,13.72298507,73,3600.18,5.46,,,,67,6.42,8.21,66,2.6,9.58,100,0.18,27.00%,90,0.087,18.89%
zoo_183_6703,280,179,6703,14.20170073,87,1527.59,0,,,,87,53.84,0,87,14.51,0,119,1.31,26.89%,104,0.384,16.35%
zoo_184_3349,270,171,3349,14.12481338,80,1131.66,0,,,,79,8.72,1.25,79,5.57,1.25,114,0.48,29.82%,95,0.183,15.79%
zoo_184_5023,273,172,5023,14.15150309,80,1724.93,0,,,,80,29.51,0,80,9.91,0,114,0.70,29.82%,94,0.284,14.89%
zoo_184_8372,285,184,8372,14.07214525,92,962.58,0,,,,92,51.33,0,92,40.04,0,124,1.69,25.81%,110,0.474,16.36%
zoo_220_2398,341,185,2398,7.824020017,107,3600.28,5.32,,,,99,6.68,7.47,81,2.2,24.29,143,0.39,25.17%,135,0.054,20.74%
zoo_220_4798,374,208,4798,8.266777824,113,3600.54,5.09,,,,113,10.03,0,99,5.59,12.38,159,1.40,28.93%,153,0.121,26.14%
zoo_220_7197,381,210,7197,8.236904266,115,3602.64,9.87,,,,111,35.44,3.47,101,11.01,12.17,158,1.86,27.22%,149,0.185,22.82%
zoo_220_9592,400,219,9592,8.510946622,123,3601.75,7.53,,,,122,52.58,0.81,109,13.57,11.38,160,2.91,23.13%,158,0.245,22.15%
zoo_220_11990,403,220,11990,8.62118432,125,3604.59,8.4,,,,123,94.4,1.6,110,19.94,12,162,4.74,22.84%,150,0.314,16.67%
zoo_224_2534,359,188,2534,7.119573796,109,3607.45,1.83,,,,105,6.77,3.66,80,2.19,26.6,145,0.30,24.83%,148,0.063,26.35%
zoo_226_5064,410,214,5064,7.700631912,126,3600.69,16.06,,,,117,18.16,7.14,101,5.59,19.84,161,0.97,21.74%,160,0.115,21.25%
zoo_226_7597,427,224,7597,7.944715019,127,3601.14,6.89,,,,124,41.56,2.36,111,9.36,12.59,167,1.63,23.95%,172,0.196,26.16%
zoo_226_10128,432,223,10128,8.018364929,137,3651.21,16.52,,,,125,79.34,8.75,110,13.59,19.7,166,2.65,17.47%,162,0.262,15.43%
zoo_226_12656,436,226,12656,8.160240202,135,3601.94,11.85,,,,129,108.15,4.44,113,20.74,16.29,168,3.84,19.64%,164,0.344,17.68%
zoo_250_3103,369,217,3103,11.07315501,114,3600.36,8.9,,,,103,12.96,9.64,96,5.06,15.78,146,0.65,21.92%,136,0.119,16.18%
zoo_250_6206,400,237,6206,11.19432807,120,3600.81,6.67,,,,116,38.53,3.33,112,13.65,6.66,164,1.63,26.83%,148,0.244,18.92%
zoo_250_9312,410,243,9312,11.01063144,123,3601.1,2.44,,,,122,69.25,0.81,118,18.65,4.06,167,3.58,26.35%,150,0.353,18.00%
zoo_250_12402,411,246,12402,10.99927431,125,3603.1,1.6,,,,125,101.82,0,121,24.99,3.2,168,5.42,25.60%,152,0.500,17.76%
zoo_250_15500,418,250,15500,11.13690323,129,3602.22,1.71,,,,129,465.89,0,125,30.61,3.1,166,8.46,22.29%,153,0.619,15.69%
zoo_254_3209,377,252,3209,4.988781552,187,3604.21,0.95,,,,186,4.63,0.53,133,2.86,28.87,200,0.33,6.50%,210,0.045,10.95%
zoo_254_6424,380,251,6424,5.3874533,155,3602.56,1.65,,,,154,10.08,0.64,124,5.7,20,168,1.05,7.74%,186,0.104,16.67%
zoo_254_9711,384,253,9711,5.469467614,142,3601.16,2.24,,,,142,15.94,0,126,9.83,11.26,156,2.18,8.97%,174,0.148,18.39%
zoo_254_12830,384,253,12830,5.522759158,128,1388.26,0,,,,128,32.49,0,126,15.02,1.56,139,5.04,7.91%,152,0.195,15.79%
zoo_254_16002,386,254,16002,5.546181727,127,1953.04,0,,,,127,76.99,0,127,16.61,0,132,6.93,3.79%,131,0.271,3.05%
zoo_290_4180,458,254,4180,9.690191388,138,3600.6,14.06,,,,125,20.12,9.42,112,6.46,18.84,182,0.80,24.18%,180,0.139,23.33%
zoo_290_8359,480,268,8359,10.50556287,142,3601.77,9.19,,,,133,54.36,6.33,124,17.69,12.67,185,2.47,23.24%,175,0.326,18.86%
zoo_290_12533,502,282,12533,10.50985399,155,3602.86,11.06,,,,144,95.68,7.09,137,28.8,11.61,203,6.17,23.65%,193,0.496,19.69%
zoo_290_16733,510,287,16733,10.7783422,159,3616.35,8.1,,,,150,197.95,5.66,143,39.49,10.06,202,8.83,21.29%,184,0.696,13.59%
zoo_290_20880,518,290,20880,10.84971264,167,3804.75,11.53,,,,152,471.84,8.98,,,,201,18.31,16.92%,183,0.827,8.74%
zoo_298_4411,489,277,4411,9.321015643,161,3600.59,10.66,,,,147,37.31,8.69,128,7.7,20.49,209,1.13,22.97%,198,0.137,18.69%
zoo_298_8842,506,285,8842,9.301967881,214,3601.07,34.5,,,,149,53.12,30.37,136,17.22,36.44,212,3.01,-0.94%,203,0.301,-5.42%
zoo_298_13242,517,285,13242,9.651034587,163,3602.67,13.46,,,,150,156.3,7.97,136,29.51,16.56,208,6.77,21.63%,201,0.475,18.91%
zoo_298_17653,529,293,17653,9.802979664,163,3602.5,10.34,,,,155,141.87,4.9,,,,201,13.39,18.91%,200,0.592,18.50%
zoo_298_22052,536,298,22052,9.829584618,165,3617.28,8.48,,,,161,372.87,2.42,,,,203,21.92,18.72%,197,0.724,16.24%
zoo_306_4666,459,285,4666,8.690741535,182,3600.74,2.27,,,,179,13.52,1.64,135,6.22,25.82,217,1.03,16.13%,211,0.135,13.74%
zoo_306_9309,477,295,9309,8.981415834,174,3601.07,12.36,,,,166,40.47,4.59,144,14.75,17.24,208,2.58,16.35%,199,0.280,12.56%
zoo_306_14006,499,305,14006,9.250535485,182,3602.66,13.87,,,,171,71.97,6.04,152,34.84,16.48,219,5.63,16.89%,203,0.412,10.34%
zoo_306_18706,500,302,18706,9.266331658,180,3603.44,15.42,,,,164,143.46,8.88,,,,203,13.43,11.33%,192,0.572,6.25%
zoo_306_23256,508,306,23256,9.34502924,177,3602.6,11.22,,,,167,235.46,5.64,,,,195,25.13,9.23%,186,0.695,4.84%
zoo_316_4973,456,267,4973,12.15121657,205,3600.9,44.49,,,,121,23.13,40.97,112,8.71,45.36,181,1.13,-13.26%,173,0.226,-18.50%
zoo_316_9927,488,287,9927,12.37805984,487,3601.01,73.13,,,,135,68.92,72.27,130,22.08,73.3,191,3.78,-154.97%,177,0.468,-175.14%
zoo_316_14934,512,301,14934,12.96765769,159,3602.33,8.28,,,,152,117.88,4.4,144,40.2,9.43,205,8.12,22.44%,193,0.731,17.62%
zoo_316_19883,526,311,19883,13.04451039,177,3627.98,12.53,,,,158,382.3,10.73,,,,210,15.78,15.71%,201,1.040,11.94%
zoo_316_24806,537,316,24806,13.09030073,184,3622.9,12.46,,,,165,505.98,10.32,,,,216,27.47,14.81%,199,1.289,7.54%
zoo_317_3790,371,228,3790,12.68205805,112,3600.45,7.33,,,,103,21.26,8.03,95,6.92,15.17,155,1.04,27.74%,138,0.175,18.84%
zoo_317_7571,406,249,7571,13.29494122,190,3601.03,39.36,,,,117,47.15,38.42,113,18.79,40.52,167,2.96,-13.77%,147,0.412,-29.25%
zoo_317_11345,428,270,11345,13.5918907,137,1941.78,0,,,,136,107.77,0.72,132,28.16,3.64,186,5.69,26.34%,168,0.617,18.45%
zoo_317_15150,434,271,15150,13.54627063,135,3633.09,0.74,,,,135,196.74,0,133,61.51,1.48,179,6.65,24.58%,161,0.819,16.15%
zoo_317_18906,441,276,18906,13.73733206,141,3625.05,1.42,,,,140,352.52,0.7,138,58.91,2.12,179,12.16,21.23%,161,1.064,12.42%
zoo_394_7736,603,361,7736,10.29175284,286,3601.03,38.85,,,,187,52.11,34.61,170,16.18,40.55,258,2.98,-10.85%,245,0.278,-16.73%
zoo_394_15448,642,371,15448,11.19756603,641,3601.58,72.55,,,,187,123.48,70.82,,,,264,12.12,-142.80%,251,0.661,-155.38%
zoo_394_23194,665,382,23194,11.56786238,256,3615.34,26.85,,,,192,522.75,25,,,,260,32.15,1.54%,250,0.976,-2.40%
zoo_394_30895,674,388,30895,11.39194044,231,3660.49,16.56,,,,198,1448.66,14.28,,,,259,55.08,10.81%,238,1.296,2.94%
zoo_394_38612,684,394,38612,11.51041127,,,,,,,,,,,,,262,101.00,100.00%,244,1.615,100.00%
